HolderAddress,Balance
0x65f4652fbeC395BB277F7f093819050fB488a91f,2.0
0x65dC27CcDFA1ca9Daf50850b2dc0e115B16AA314,2.0
0x65Bd3B6C5aCf46AC90526beC248AC9a63a47b35B,2.0
0x6597Cb2A196bff57228F7fe6C92B141AABA743fe,2.0
0x65898882797E95E7C87A419C9f4750eb539d24a1,2.0
0x651817b6B7464B61C6c6Ef87dA2BC84EE0E64377,2.0
0x64eD5A32a5D915b460Ef533390F030f52d078387,2.0
0x64e9E55C5F06273ba6014104B80341A9A3a89B2a,2.0
0x64E25FD882Be052126D9c29A3c65152c744f2aBc,2.0
0x64D6C373d46cA5B9fED14710e64F8FA04b4720b5,2.0
0x64954AA24957c4639535d29E14aBfE4BB491aAFC,2.0
0x645990467105162Ca1a74b45b800b3BEcfD405e9,2.0
0x63de5f2f83f9FBe882989a9a5301F5f719DAB84A,2.0
0x63950955d9c14A2B25DC6aDB9d40b920ae1f1B6f,2.0
0x630C72ae4E3c0c6b4e995BAbEDE6d43FFA2416D4,2.0
0x62d3C2A80d3cCe916b9b645CbcDA14d35418275C,2.0
0x629f7717d580fb64fF22BA1E9A51b2ff9BAfbb14,2.0
0x6290609A85F4e370eb85CaA2b0f5D78692e6d5d6,2.0
0x61B7104a06f3034bf9f62171DD9ef19f5C9397a3,2.0
0x61a36C36d95cD9e2b166556B4c858Fe1DDcCeBCc,2.0
0x617bFF22D07311c776c19C8247928cB9FB48FB72,2.0
0x6139a291ae7022233D623DD19B0e95C488eF1be0,2.0
0x61068AbfB8349f90bd0bAb12347ec10e0C55C20f,2.0
0x61051F0dff0eb1C4706090FCbE06278aFABa2e5F,2.0
0x60c640C70421936EE5f9897792b26ACd47d9F378,2.0
0x60062CCf9A362F5bBb5b589340078a4Af7C81eb0,2.0
0x5fD8F613Be904b065E421F2e2f0FCb1A4f350559,2.0
0x5fb44c8b642163454178331883870690B0Cd3514,2.0
0x5F2c8c9dBd251e1aBCBc754D8b2CA93516708B70,2.0
0x5f183CE256c6E029f4EaA145403658436314C2f4,2.0
0x5ECeDBDCFAfF14Fd9D08C295A9Bd35FEf7Fdc1c5,2.0
0x5EAdae83748FFBe759844FfB53c4d44324145Ae8,2.0
0x5EA21baBC17BbB5170d5d148849D5920A93e21A7,2.0
0x5E2B5A2Ca5165d13ba089992D079Dc9a1902AE2d,2.0
0x5d6EeA3118Ed0BEab2fd754343D1EE368CBeC450,2.0
0x5CF8F58469FAfEB377391De9d5cCaA3845a38292,2.0
0x5cEaE5E6Bf20dE7b44BB376cc180942a2ad21957,2.0
0x5c9f1478a1B36678E16fcEc549600EF1a47AA6C3,2.0
0x5C7D712b8367A10B6CB04a4E569d65C8e7449cFC,2.0
0x5C5f04F452D9356D678F639b1B2dBcf0A7DD70E1,2.0
0x5C51e5C0E4489E2de2D31419B24c941BDac03a9D,2.0
0x5C1d251E972c785c722185560A9D1df2b4c645c4,2.0
0x5C097D8476c56A4d8B269CE685d63C80F44045f6,2.0
0x5b938Ec9b920B6C1Ab351F65581F17Dd2090f579,2.0
0x5b68640d31B500F25d467E57ec40796809D68FA0,2.0
0x5b3CEc6A5e219674d4485Be572cD3faAE338Bfc6,2.0
0x5a4de28b93dEeb48f682336F5a91cc43b71964b2,2.0
0x5A083A0000d3F2817872b6006E000000007574CA,2.0
0x592a05F81e796Bb9846A445cdcdF2827bB49EB40,2.0
0x590bcd3418dBf8EbFAE4Ab8fC2AAc56F66e19344,2.0
0x58FA02D094a8681b885a11e36e24CC88134ac307,2.0
0x57CBf185d3c259432ED84f50545f1388463EfAFf,2.0
0x57AF825ff979Bd64B841ab525A5C743912abBC59,2.0
0x5777D24942f7044E13A8D08771112ceAe1973AbF,2.0
0x5722387e2950A8E8B8674D8c5dE18D60Bbb59F63,2.0
0x56D8dF167fEebC813595BA9a5a7C9708A6076aeD,2.0
0x56D3fCdCd739A9D1dD7C5EA73c9c4eb7b9F52379,2.0
0x56d2c338fD9caa231f336F18edb0c781F0DbF52A,2.0
0x5682377233271086aA5d3D2F047EB66bF8bc8FdF,2.0
0x566f827A4988d4A3eb9DA469d8d3D0b536dA196e,2.0
0x565bD78C043a28C665D1056E10f595D7A8f36F0f,2.0
0x565b70fa0d965eb7953Adb6aA32566638e21Bf0D,2.0
0x564cf98a43357F19764badDCDc31E47B556CE203,2.0
0x563419bB75c60A782f12C8DEaf72136B66717431,2.0
0x5552489A554a909f681a3f091FF903468DB78390,2.0
0x55106b675ac85A5Bf1Ac48fB9Ddf40c9d70d4fCC,2.0
0x55101f3a32cb9d6C49015deBdC56C5dFB6BEF8fB,2.0
0x54FdcE2387E0eD8CC34e6d2E7DD7A09B098bAc55,2.0
0x54E3c18C2367Ce4FA1478645679696496426370b,2.0
0x54cac2b327E88F665eAe8e4419c2607c1c34796c,2.0
0x545ec542F394E99aDaB2E2a4A9A08a8a8530d74f,2.0
0x5411F30e6Ff340C348cF26579aF08D1aF5F95e44,2.0
0x53E44EDc8c8F05387f288609cDf2C9fC6e2f5272,2.0
0x53bB4a4eaFED31B562d766a61c8BC4681CAF2EE1,2.0
0x537Fd98e8b2A1DFd0d69219D8Ac8620C8C36A0e2,2.0
0x5315A4324d222d177782E390350F288541cc63cA,2.0
0x524cB61B52414A8413E6edeC12891B11f71a711d,2.0
0x52256c5d1F89091d78eaFE2c35d5C6A38a032Ec6,2.0
0x521772489d36CF0EC619aF31924Bc50969fCb39a,2.0
0x50D09CcC4d03B353b99499626dEc59552664BE92,2.0
0x503B3082e7E03B31fe2D223Bb6c8A81B39868c60,2.0
0x50175b38561948Ba094f02BD88b0e3f37dd0d5Da,2.0
0x4FDa2908A29DAE3bCD813C3aA1dBB0B89652496B,2.0
0x4fD34F47f4915d0E955e7Dc7Ef5eB1bb3d1e80d2,2.0
0x4F8a32Bd3749039A7e1f263ACD052e67BD5C7BDE,2.0
0x4EBee6bA2771C19aDf9AF348985bCf06d3270d42,2.0
0x4EA111A8ca86c17Aa34a016f78F294C55593C307,2.0
0x4e937183B50f506e2D954948c588722dA0B2032E,2.0
0x4e0383b359063caB1Ea2E0f10e483E231614Cc33,2.0
0x4DA73F16eA68796CF8cd5dD26F90B090280f4517,2.0
0x4DA62a546F87e413052181Db9E257d88c152a69B,2.0
0x4D90cd83c0Aac70628607a3b808aC452a06c155C,2.0
0x4D82EB2eCdE11281F7D0a54d228418Ff67Adb231,2.0
0x4d1d2D4F24BF389b29d9d5313C895aa3714A4c99,2.0
0x4C9f8f3Bb391d1839AC52215FE1E89588bd620d4,2.0
0x4c82eD9682166043924153318dd7a788d833e8bF,2.0
0x4Bb12cC382E36B4b6faF7BDcA7708969Aed258eF,2.0
0x4b61388607C02eD6eC8064f0F9A11aB1E8025361,2.0
0x4b4996682ac567CeCb58Df240c485F8348B0B3dE,2.0
0x4AF4F95603f1B14F78BB5e73606965cfE5e0b322,2.0
0x4ad81A2e5E1Fdb4E28d2f44B374E2d80Aae9Fa61,2.0
0x4aC4ec3fA79585dE9487561e1fF9aa76aE1a009B,2.0
0x4ac3C9c67296646E57D43b60aF2b6eD4170F7125,2.0
0x4A6b955BA47d00a575A5FC9A85Ce807FDA70Fd8B,2.0
0x4A5e200e870Fa788321E3EcC776860A587f5Cf23,2.0
0x4A3802329B797FBC5432ae4680a83cC302A152e7,2.0
0x49f65916e05Fd9C28c49664d19F8647B915A82A2,2.0
0x49D02Be713b96430c1402BaA069821D3aCbE9F69,2.0
0x49A8C255571Cd01e559e325b0ae4fd7c6858b6E1,2.0
0x4975B447D6f313BEbA6AAAf702b3d0e797fE15Ff,2.0
0x4932Ef5ee7daF3BE0d5AABC853dfe6483ABCEfba,2.0
0x48F8824A053f7f4D4137066A398616dd92066A7e,2.0
0x48b4178e2b0453716C9FdfdBdFFa6819e8d2cadf,2.0
0x4892c083Fd1bcead7024411c4ceE7F86A326618a,2.0
0x486B9b56C697bDA5b951899EB9E06B97a35C1a48,2.0
0x480Bb9f880d0FB78D4970aF32190A650Fa5daEFD,2.0
0x47cf584925b637B1023f63b6141f795cBaA1AE79,2.0
0x46ca0edA8CC53E246B209343E3a8A7258B9c68A2,2.0
0x4546a706437A48E99148D1bf3d1860B292449448,2.0
0x448cd76BE24DF28AdAbE7786135f9b14D50e6dab,2.0
0x4486799F5D6286F5dC5Af0d98E32A4eEbEf2c037,2.0
0x440F8bB1C47886D231A59fA8c7EdA3bbDF018aFe,2.0
0x43Fd50Fdf70212Bf64874171eC028e7e2fb07071,2.0
0x43FA8feA6E5fd127d97CEd6c2F60348bF466a4c5,2.0
0x43cE04425330f6005B915dceD3A90c22D06ddcC3,2.0
0x43c7733fF6D47b60bE9b61f0E59B186dd7dF66c3,2.0
0x4388e826C3a725ba919d74Ec90F3b965cc90c6FC,2.0
0x4310Db0A6ca172682d89e68eA1c175Fb10e49fCc,2.0
0x42D2E38Ac929AE7F5194562DE2FE458d46eDceC9,2.0
0x42A0F7b2491650a0600F59B870aA850740a4a136,2.0
0x4266b47f8f86F2678Ce0cCbF9b79B2Ea58068887,2.0
0x424Fa350FA8383165dfB5377045a6B60f7A4A834,2.0
0x4231BE547904B34FB104B10DA28F60a413094Bdb,2.0
0x4214C3DD58651fdC5d4a52aB69cB16433408A169,2.0
0x4211BBe9Cdcc932971186C519015bB0aFb608836,2.0
0x420f93fb660946810B1e39382Dcc4273e5B70D2C,2.0
0x41fd0Ec0bC2a1b92dAF076889F1884Aa1FBA146B,2.0
0x41fbaDf703Be81dE2c5e6C27d38Fdc167a4A4215,2.0
0x41be1C51fb0fAa639E0F87392A9562D9a0324F9e,2.0
0x414B20E30B18dFc1095f30ADB8ac70b74e2Cd073,2.0
0x4130a651b09a88b5cA7B38dbA7240c08E113c890,2.0
0x411cA534C63757633A399BB6C4304c839398002b,2.0
0x410f574889908AC91e8Bde7faD2d398EfE2ccD10,2.0
0x40eB59E601bD85b7b900586EF7A46e93151a63EB,2.0
0x40E7992345b92366627024AE6ec8ed4EF4D68021,2.0
0x406Ae1Cda2b34C0000295F6bD4E7266549A60F4f,2.0
0x404ABd7af55989D4d71B02E801634A0d5787346B,2.0
0x400b81582Ed0dE5b4F922D3f45958dc050e7AAfC,2.0
0x3f9F2f3A30E77AcDcE25288d171afcb771F06d72,2.0
0x3f3fdD1Ee0653C12eFfE705bFFc2C49a640c68dc,2.0
0x3F31553219350eA99Aa095e1c4F238345Ab72dC1,2.0
0x3eF90eA80CEd403891c5DfD029ddd980EF0EE8aD,2.0
0x3eCa20Fb34880B3b5369A7E247753c0F5325F905,2.0
0x3Dbe42804BDCF32c77f7Ec41eD074aD0bd50dA64,2.0
0x3D53E2f2b040b8748ae82eD3EC1cb3Cc05AAfFe0,2.0
0x3Cd41DDEc0e440234d2C1928FE005b5604ab7422,2.0
0x3CC2958303911F91d3D16e7f6a95F509E2Cf5D36,2.0
0x3C13dc60dc6d5fe9f465552e2177786973a2dbb9,2.0
0x3C0430b30409b82117684F7f78996f1bd56bED38,2.0
0x3Bc5F58E0C6A5326ddb77d3648024235C9e3967E,2.0
0x3B3F04dEB78e8d12929aF043B12b605e552eEACe,2.0
0x3b0C731202cb21C54F94A3b3D5586255d98b9755,2.0
0x3aB6C3a9C075189689B6b8c59324df9fCD65C4B3,2.0
0x3aB28Ae6Eeb1232A75E6FfE7dd40F96C63F6A41A,2.0
0x3a461445c63A97bA4C90937d4af556AF41209b5E,2.0
0x3a11094fbFC5b2C40E0A2E20B251c7932d726438,2.0
0x3A0826DC9F13A8a7b85034F515542FAc86C3a29e,2.0
0x3A0155e50dcc86F469e4074627e241CEc316a0aE,2.0
0x39eBbA0b14518E53bDF8D36FD71e2CB1C54640e3,2.0
0x3986167431d8f764F34008809E652c86F8dD5cd8,2.0
0x391D0B429b0e6aBC66137703108521CD33061519,2.0
0x388D48Ac04655CfC2824A995125d1C1Aee02b1aE,2.0
0x380D89b06a1a596a2C4F788dAaABc2dCc6493888,2.0
0x37ba22598346f9Ba0A98A19f81d5773cdc2B33Ce,2.0
0x37929fd7A66e9afd1A4B41Aace385e98Ce51e487,2.0
0x373361cd6AD7711f73fa71DDCd1c3f62dA7c4439,2.0
0x36f240D895188bc13D470CFe5b64360a83D388fC,2.0
0x36Dd77F64A2Cd3605f47FDE256db39062eE23420,2.0
0x36CC9e25Ca14Ca71Baa93DD06Aaa0eCff06C85cF,2.0
0x36c658724DdA3256dD53ae8017f62223FEbAd536,2.0
0x36Ac6A7DA3F96b54816E02b17DfFBdab6ceE9a15,2.0
0x36aBd0A112b5215C062a7A7125bA8cc23986bbe0,2.0
0x3688366cfc4dEcdF03a474f481d5A527Efa40aED,2.0
0x359842cD28b2cb58Ee2f35a6AbAF188367763edA,2.0
0x3547644b9dDa13Da8812C3e0eEae61E646426646,2.0
0x3533b0b2F5E079CaE7669ea25EAF30457E2eD0B3,2.0
0x346bB57FB7874Bba1C06917Da8e9901b1aA4bfeA,2.0
0x345D36278C8DB41C4A944d58b38A6540F4c4eB90,2.0
0x338580A8b973Dd9f8FA823c81D8bb8515c907736,2.0
0x3378cf7b6080c34F51Cf85efCbb0dAaE09B7dB4F,2.0
0x33355bFb5B8021E1453bE9368FF1cC8C35F6a3E2,2.0
0x332BCfEB8835a1A4cA095C1F16a20643FfBE0385,2.0
0x330Eb79a8f160764EAbE5ebd92b06194f3DD46df,2.0
0x32F12843e7DbA0e9452f5223713bB9A332313d2E,2.0
0x32d2Fd692B1b3440Ec0C060b80c3803e4c13F02b,2.0
0x32cf4d1df6fb7bB173183CF8b51EF9499c803634,2.0
0x3281593e2b67E8fE33035f97f52E9F209Da01cf7,2.0
0x31Ac5101288f160D38B6cBDDB74B429d7114d503,2.0
0x306F3fB09C81d66Ee5a8c82CE2a21665944C79aA,2.0
0x2Ff99d559F26269f27ADc611c923a88f6c545DcC,2.0
0x2FE097F7F77209B085eaC19b3694BCD6b45Ad879,2.0
0x2f76E71ad2B342F9274DB73b042746d244068C73,2.0
0x2F69f4374cac1938db006ed2802B0d442256C9F9,2.0
0x2F50cd2fB35A3f667f6BC0Ea77EF6ff32aF2B9Db,2.0
0x2F4A2FE093C87d390491a64909f39eE577647ecb,2.0
0x2F44BfB52307b2eb6DDE5d0b6B322C372A3ffdFB,2.0
0x2f1e30629906aFcb9685Eacd752Cae7b36c7ad88,2.0
0x2EcBd47523F3c292F30a24eDb0104A6812b2256E,2.0
0x2ebC50a50b88E7C89d4210124F9BDE95f98A5d6C,2.0
0x2E6ba5DE691D92a36C880D8C101CEb07bAfbE6A4,2.0
0x2e626E203c38ab28a84f835af2cC55dD1F4C5C30,2.0
0x2E324c46346812791c1e55c571011a78018c9266,2.0
0x2DD6BEea34A858c4db20D00d0829e851E7FF364F,2.0
0x2D801b75667428326603BCdb667c8CAcd94A70Fe,2.0
0x2d4b06aB84eC7F7e1D3410c5D0D7C6e7D564a574,2.0
0x2cacA46484FC01AcC13dD0fD00aF7fE8D14601bC,2.0
0x2c8a8cb4301287e95D5da9DD3520a4cd86290406,2.0
0x2C7726A1acb9B32eEbE9c815Cf4c3f5dE144C6D6,2.0
0x2C492138498165C3f6fF94Ab7d0B7Ab6dD546AdA,2.0
0x2C20CcCa0A5069276b9468Cbb01fc0DC1bFc9Bc1,2.0
0x2c1f4dF355e7d244B860621b4f428ad1Fd975BB0,2.0
0x2Bbd91A3c9DcA317EC268F5dCE6D8d92c3d9dD3e,2.0
0x2b7F047C6522A614e760F729B00a9B402FaE2872,2.0
0x2B627811B0C56BBBB86195aFfAE6702242cF5c82,2.0
0x2a8cBAe8a0437941825f7C8bC7a27b3b5714Eb5C,2.0
0x2A688a8FCeb4608407F79A4F58E0D2482D55777B,2.0
0x2a664C7097a15C58e9424412Ba9A35AdD4067B7e,2.0
0x2a654A3508513E4a3890d75E47962821F2B7D09d,2.0
0x2A113502BDC0748f79f12ac9c1E1d5A8899C4081,2.0
0x29db6E5b6a42F336Ae258f03e483cA8CCD2139e6,2.0
0x2983723A66c26269226df30d8203a4c19417aC35,2.0
0x2961b02DcE896D5A63B57997A1ae124736dE2cF1,2.0
0x295e8fbE2853dA5b3C2136360Dcb072672e90e1b,2.0
0x28888B5B8e4080B1FAAAbcBc07B638c9603A73a6,2.0
0x28849c41015AC8114793edBB268179a98a338f0E,2.0
0x283d87143acB86eb579f731D8a25aB959b47825E,2.0
0x27447dEFD5F46a15cAfB095c9130A80b51D67e6A,2.0
0x2722D71f6EA5E3854b238310f0773B43992b504F,2.0
0x270E171dC5a7A0f19cc4c0Bc5ad7a0eEB5B8147D,2.0
0x26e29524885E260125e70A8F42aEDE1bf621dDF8,2.0
0x268EF519eDBf507Ed9fF31a3EaE96c82cBE1bb0b,2.0
0x264293DE963365d9C60114b9FcD02011dE258Abf,2.0
0x2631818656b70E211B0a89A408364b73593Bd87c,2.0
0x260313CCbc7Ee28D1c11C557121B92b8bB423e46,2.0
0x25E936fb067bD2259F381C086D4237f25736A173,2.0
0x25CC4863FB71B5141c4d428fd5E058C4c99f4208,2.0
0x2551DC445daf962fd020d52d25Fc88c476ECc7Cf,2.0
0x25220e8203531c3e09f790746454D4e5896250fc,2.0
0x24d54D4fEd551b5b1FB15F1a47B4f42Fa0cc41b4,2.0
0x2457f576a170547B24E0aE05f5BA6929ee8427ED,2.0
0x2422473863E14C1D629A66D69b6392B60d0Bfaa7,2.0
0x23F2Cd2dD100085B2E08354D7d851faFaC47a39a,2.0
0x23BB5AbfBBfcC0Bd3A3f185CF8e3cd6e8d9cB4c8,2.0
0x23500Aa8Dd48Ef21807DF8F7a0c8a38447973aD6,2.0
0x23291A0A14Ec389b2Ade4686f3EF5d5F6f905367,2.0
0x22f4eA342Afb24F68bBCF61FEBE069b1B43C4d37,2.0
0x22E779363019B0eF799ce02E011eC07aC234b07F,2.0
0x228a9732bfEA3C0798e62339f7f21DB081cF2982,2.0
0x226d3154Ea70DCC8b983f4BD4061D8BED318E03f,2.0
0x222ff62609097bb2Ed520b5c4cE500cA3E74CB5D,2.0
0x2228c0eEDE8315c39e880cC2e49E5AEeaA7a5C89,2.0
0x21efaB092c60e5fa0cC12cA46Bd6384f13170506,2.0
0x21dc1aDe6498739F95B69d43Bb4Ad6063D2ad7B1,2.0
0x21Cf245014e0239d252C355B4f265e241624F190,2.0
0x21BAcBEfaE26ce58118c8a6061adf170c33D5cDA,2.0
0x21408e4478f84a8e891758bDE30Bc1D421D3F33a,2.0
0x213DA584168aa4A5DD14AB320223e15FF1Cf1feB,2.0
0x20FaBeFb00dEdF5E5505AdcD44b0502a3Fa663C4,2.0
0x2067e508dE75202654AB13E5F0B6c12d01C26a45,2.0
0x2039274a26e6298d306FA1a39fefE7f3C1D2F33d,2.0
0x203095dB1Bc6E8acCF3b044d7b13354635152546,2.0
0x2005764686e1416Ca2cbFD55bF8179ad0aC9D9D7,2.0
0x1f767568eCFCc1a57c51E9237E25c1db7C36CC5F,2.0
0x1f5d3B91299d5f1E7D41B700dD825eff632b3167,2.0
0x1F3eBFf89A3A80fbf0d36acccbc304d765153523,2.0
0x1f0e00C269c7944596C6E8184b83C88BD55eE616,2.0
0x1E6ccfCcB99984c21ab0367b0B99C6d7D09a98dB,2.0
0x1E38Fba0577dac3dBF786c73B5B2E61c1D23c8Bc,2.0
0x1e1bD10bc1A59c647A1a6377FF063148B6f9aAaF,2.0
0x1dF0A7f37B74C885BC2682A67018e3e4292e5C9E,2.0
0x1DD518516D55AE89c619F4B03B8d49e8acc1fdB4,2.0
0x1d64b389DB2C0f37C48CDc097A9e41b83D2Eb523,2.0
0x1D421228652CC2b675EfEEE773A3EC362816D976,2.0
0x1d3Edfb61BA4c5BD5745a94AC588dE65D18c278c,2.0
0x1Cde51B62A550B019bF69017dD8Bd675034fB770,2.0
0x1c99644e07F0b93f22B0E2b115877953C3F646e1,2.0
0x1C64f7afFFfBccdccB3fc62f77F92766040F53BE,2.0
0x1c1CD4E04D834425cc2Ccd3eF6383cED4395EC9D,2.0
0x1B9eeC88A8f33DedD796FDD56881e58975b50655,2.0
0x1B9a99850BB5a77D720858fA2E202b58a2b98f4d,2.0
0x1b7eb792604595236864a9c44fFaC8221c7077F6,2.0
0x1B6d72D90d0E324f1Be21599FDb7984E484826c4,2.0
0x1B5cbe0440861590ba929B2d0Ef819a8f5F0D454,2.0
0x1a6305600E858E086d5200386C184F7083F057eD,2.0
0x1A40cdB223b3879914f713A12fA9Cc6a4D4Aac8F,2.0
0x19aCb89cB4bd36f6e471c91585b95b966D33132e,2.0
0x197290B70a48952Ae1A993A18EaBE63eBa7c88ee,2.0
0x1942832290EA75364b45eF03113A8A5bBA6095A8,2.0
0x18B96A096ecFfC36CFb993b74FcA2Fb569a2003d,2.0
0x18894B1F92e0f07bb04e0690F2163fFAB253B325,2.0
0x185B1232F35f1Ab792137379C5BaDd2681b99156,2.0
0x17cbD516166720b8c75fE75235Ed0218d9CFDFbe,2.0
0x17bB73240B799f24F4Da6F4Ef63427a3c2a9c905,2.0
0x176bED5c6fE29696b577745eF757d22516AfB909,2.0
0x1758adD0F337f52adFCC246265B3DDaBC9a01210,2.0
0x17551aa321e319138244ba8b70Ef771070a3B3Ea,2.0
0x16F6f3962954Ad8DaA47070BccC049ed4c6437f6,2.0
0x16DfA50Aa21D7bA9D5595a33eceBa9D2820eB5d7,2.0
0x161e44730eEEECff84214Fb3e998B6fe22F9cae4,2.0
0x161441b58F15b18820D96871FD3313D6A4cE1B58,2.0
0x15A89600a495901e21DD563004CC1bD9AcAC85Bd,2.0
0x1585e4685851b8EC5030E280275Ee1c58358B2f0,2.0
0x1567029cbE430e21475B03B3d58231D3C624d2C4,2.0
0x152c422cb977783344fa557F6d26614612B9fb59,2.0
0x151eCC8423EFC2DA8AC3eE70AbFf248D617E3100,2.0
0x1514566e164E27eDc0D47F18ed653620B4Fc7F5f,2.0
0x14Ff0Bc9417B6796f79768729002A793b51205B8,2.0
0x14b421046cd27772427D9CB48F3b2BbA788Ccc23,2.0
0x148996c84b2a82BD89024d640F4d669C037B0d3F,2.0
0x13F5627FeB7aeF2fa63C71C96eeAC659eC18aD8f,2.0
0x13eF1086CDfecC00e0F8f3b2aC2C600F297dc333,2.0
0x13a5e7BdE7477616C953ac4d4a1A82F751053efb,2.0
0x1397E9243319f0f761758EDff58a1DD23490490A,2.0
0x137878D2e1cA1739e3F584bDf43741a739Df3E7f,2.0
0x135c5d3e98Ca3ea9ECf39265926203dCbB5D3276,2.0
0x1347E80f63027afb069AdaeDEf2695D1962122AB,2.0
0x1322C4E6Fe5112a2823E738aEacaB1994EF150F9,2.0
0x12C8480d8BaDb85B563c545e6001c25F584EeC5c,2.0
0x12933bC1dFafC9CC10f0fb3C9A97079501c33477,2.0
0x12911446b43940Ad0E60F1355105Da35DA97Feec,2.0
0x126176b45E7F472b570bea18eCF893a37E97fc8d,2.0
0x123a10f7B603f4616aDE9757607D3eC772013914,2.0
0x1218ee622C80aAB0230da774E5De3253da630879,2.0
0x11Bc973ACc1d7c344929CCDc1d1C97cE58D740F1,2.0
0x11a0f7449c4E1cB3200bC63Ce4E75f4859205230,2.0
0x1148Ca601590134FB7044aeEc7C7d3f0EF1aD018,2.0
0x1105bBDd72b002880fbF514273a8c66B6b205306,2.0
0x10F685DC1a0EFB3f89C17AbE55ab115341816d72,2.0
0x105a3F0Bf590fC968540b4eA680732c8d324F82d,2.0
0x10168aF91c06c9ACc7c3D9A305E821Ff3716fC95,2.0
0x100ee93639B5bB81cF1Fb694F3874Cc336439BC6,2.0
0x0f00d37ee81F6F7b70d36eFEa73a59c1E3F977A5,2.0
0x0e8BB55f66B217fF744ce5aE0d78D8E50dB5f7cd,2.0
0x0E7ba16823AF0ED8210795799a9cC17C80bd75bD,2.0
0x0e469aa3721AeF1876aeF27fDCd8BCf412d066D5,2.0
0x0E2130d21F9f1B620207750a59d700F5087CE8ba,2.0
0x0dBAaE8B85418d25Bd9895a5E4884b5492CD62ff,2.0
0x0dB05c774Af05BfcB456A8Df492238552ab9ed0B,2.0
0x0D46857B0b72d56eE187B0277caC0793238BBC92,2.0
0x0D0E3d6AD88F4CCe732D3d0f084ac19320e12209,2.0
0x0cc8c8e2f30c0A52E6d5ab95b9eb6F5F81Ab832C,2.0
0x0cbf4D48266E69bd56f323405242349063EE71cC,2.0
0x0cbD2172CD5C8c7BC4694f1F9f0685B88FF1f5CC,2.0
0x0Cad2D0b33eC5206384A7e68876541211AB007A3,2.0
0x0c977D65d39A47c03253367bbCa127c9e017605F,2.0
0x0c92944fF899B113afcaE45a620F8857d4E574d6,2.0
0x0c53e1b7442b3Bb5470403Da050bfD4402bfF0ce,2.0
0x0C4A1BadDDd16BBd42C65600F630DC0Ec6Aa5b89,2.0
0x0C1D3521417351DAdB8D32Ab0Fb9e93606f678DD,2.0
0x0b7A0d8F4fC372D2530B08a2AFddDAE327dec562,2.0
0x0b604494E70e9548AfA282709D207eAAe855Fd8b,2.0
0x0Aa42c69E0AeC8B8C71E52e543FD05081AFDabf9,2.0
0x09Dbfce383B9Ce11B6B0DaA769275d7E7216400a,2.0
0x09C8dd41d9f186206f2b0Cb0Ec8581FD6f32a81d,2.0
0x092c35D08a994c2416F716f837b966fAf859Da1d,2.0
0x091e5780009f074C6eDe9E25409299c51385aE4D,2.0
0x089B33834518D27d8538B531E4Bf15dFAB944856,2.0
0x07F84B184Db52d490c76a2e7D42A3100242206f4,2.0
0x07F7a75aE34a25e73B98EDCbA1885f9bBfab4b9c,2.0
0x07F00Bf1F5D9cf040472B28F1464BB08100cE3E5,2.0
0x07e250c8C07E06b3577eec5AfA8E21181bAeB77F,2.0
0x074d5f764F826a93c98Aa76d14B8ACc5Ed875e71,2.0
0x071a66F1E82033102BB5BC7a2d08Fa1D4324F8A8,2.0
0x06E22B22F95DEaA2b9cfc72A09AD059774ef253a,2.0
0x06a612d453E0C3d87A3AE58c67fF61a23329a249,2.0
0x06993Dce48f880aeeBEB41826D742e4484D68108,2.0
0x0604DB04C747cE811cB55cfb1eB95cB11571256d,2.0
0x0603D200Ad65e89112f8A5DC3A972cA2B7d7E205,2.0
0x05C446f4D6C3fB71F2f2949c92e0A5Ee6E59853e,2.0
0x05b4034c8C4f31D09A629102d7403dd21BCC4678,2.0
0x052226c2C8dBaD141d670ae625B119cd1dB080B8,2.0
0x050050Fa351c3De8A342fbbcA883dD81624D8f19,2.0
0x042903e0171651e0Ec9f5337f14f110ED740b867,2.0
0x041a31C2caD81145DDB74256e874c865E3d451f4,2.0
0x03FC9691aF2E48316Ea90E9D9661D0E476F911ae,2.0
0x035e49b6dE86Bb75382501f6206f7c90F45E2B08,2.0
0x02E40a493f642b8d5a46633d4c28313946Dda7F1,2.0
0x02D66EE0628a8dB288E3D5d721d2686e5e3bE691,2.0
0x02d2bBBA4D2B8e6364b59388476Bba2a05520ceE,2.0
0x027795dE35AC8157dC3fc468927Db2DfFf2413De,2.0
0x025c7Ca2E2892bf6cB3664817828C93DFcee9172,2.0
0x0208767019A667b08150411BB59335DfCe7Ff27A,2.0
0x01207B3C2CDae2cceb50C06027d3Da8460F8D220,2.0
0x00E81d0d81012e24a8c39aEA69a9816c85409201,2.0
0x002738A4a86d2591794Fd36c120B36BaD33d5f41,2.0
0x0008fC6704b30a412192D128f9c7EFD2Fd720601,2.0
0xFFF37B9427C715fd6c6B319586812D8818eda940,1.0
0xFFDd45F075e5F757E86Bb83fcA7114beD9914166,1.0
0xFFd1c2F2D3F7a03db4b6BD0e5444C6B2ac516e20,1.0
0xfFCe72731793BC717b2aa4A13FF00343483012e1,1.0
0xFFC569bF8ec2deedf3CFBa1bb583ABB3CDA6FB96,1.0
0xffa8e358607e8AB46232C6E78Cd501DDbc27BC8F,1.0
0xFfA795eDAC2289A67254d396c5Badc4bd09b2985,1.0
